date:number,ugeo:text,coicop_label:text,value:number,total:number,ratio:number
2008,European Union - 28 countries,Passenger transport by road,81.75,89.72,91.1
2008,European Union - 28 countries,Passenger transport by railway,79.1,89.72,88.2
2008,Finland,Passenger transport by road,83.07,87.89,94.5
2008,Finland,Passenger cars,103.1,87.89,117.3
2008,Finland,Operation of personal transport equipment,91.78,87.89,104.4
2008,Finland,Passenger transport by railway,80.02,87.89,91.0
2008,Finland,Passenger transport by sea and inland waterway,90.45,87.89,102.9
2008,Finland,Passenger transport by air,118.26,87.89,134.6
2008,Finland,Transport,94.25,87.89,107.2
2008,France,Operation of personal transport equipment,92.38,92.34,100.0
2008,France,Passenger transport by road,95.8,92.34,103.7
2008,France,Passenger transport by air,95.97,92.34,103.9
2008,France,Transport,92.55,92.34,100.2
2008,France,Passenger cars,92.63,92.34,100.3
2008,France,Passenger transport by sea and inland waterway,83.78,92.34,90.7
2008,France,Passenger transport by railway,82.78,92.34,89.6
2008,Germany (until 1990 former territory of the FRG),Passenger transport by sea and inland waterway,79.1,91.4,86.5
2008,Germany (until 1990 former territory of the FRG),Passenger transport by air,78.5,91.4,85.9
2008,Germany (until 1990 former territory of the FRG),Passenger transport by road,80.0,91.4,87.5
2008,Germany (until 1990 former territory of the FRG),Passenger transport by railway,84.7,91.4,92.7
2008,Germany (until 1990 former territory of the FRG),Operation of personal transport equipment,95.2,91.4,104.2
2008,Germany (until 1990 former territory of the FRG),Passenger cars,98.4,91.4,107.7
2008,Germany (until 1990 former territory of the FRG),Transport,93.3,91.4,102.1
2008,Greece,Passenger transport by road,71.5,93.55,76.4
2008,Greece,Operation of personal transport equipment,79.69,93.55,85.2
2008,Greece,Passenger transport by air,62.0,93.55,66.3
2008,Greece,Passenger cars,117.97,93.55,126.1
2008,Greece,Passenger transport by sea and inland waterway,96.57,93.55,103.2
2008,Greece,Transport,84.56,93.55,90.4
2008,Greece,Passenger transport by railway,58.42,93.55,62.4
2008,Hungary,Passenger cars,97.67,82.12,118.9
2008,Hungary,Operation of personal transport equipment,82.02,82.12,99.9
2008,Hungary,Transport,84.08,82.12,102.4
2008,Hungary,Passenger transport by air,72.23,82.12,88.0
2008,Hungary,Passenger transport by road,81.09,82.12,98.7
2008,Hungary,Passenger transport by railway,78.53,82.12,95.6
2008,Iceland,Passenger transport by road,63.5,68.71,92.4
2008,Iceland,Passenger cars,75.59,68.71,110.0
2008,Iceland,Passenger transport by sea and inland waterway,63.65,68.71,92.6
2008,Iceland,Operation of personal transport equipment,72.22,68.71,105.1
2008,Iceland,Passenger transport by air,65.43,68.71,95.2
2008,Iceland,Transport,69.81,68.71,101.6
2008,Ireland,Passenger transport by railway,76.5,99.5,76.9
2008,Ireland,Transport,102.1,99.5,102.6
2008,Ireland,Passenger transport by air,91.8,99.5,92.3
2008,Ireland,Operation of personal transport equipment,92.7,99.5,93.2
2008,Ireland,Passenger cars,129.8,99.5,130.5
2008,Ireland,Passenger transport by road,75.5,99.5,75.9
2008,Ireland,Passenger transport by sea and inland waterway,88.3,99.5,88.7
2008,Italy,Transport,87.6,90.4,96.9
2008,Italy,Passenger transport by air,99.8,90.4,110.4
2008,Italy,Operation of personal transport equipment,87.5,90.4,96.8
2008,Italy,Passenger transport by railway,79.0,90.4,87.4
2008,Italy,Passenger cars,88.6,90.4,98.0
2008,Italy,Passenger transport by road,84.1,90.4,93.0
2008,Italy,Passenger transport by sea and inland waterway,58.3,90.4,64.5
2008,Latvia,Passenger cars,126.26,91.14,138.5
2008,Latvia,Passenger transport by sea and inland waterway,94.21,91.14,103.4
2008,Latvia,Operation of personal transport equipment,98.42,91.14,108.0
2008,Latvia,Transport,96.74,91.14,106.1
2008,Latvia,Passenger transport by road,73.67,91.14,80.8
2008,Latvia,Passenger transport by air,108.45,91.14,119.0
2008,Latvia,Passenger transport by railway,66.52,91.14,73.0
2008,Lithuania,Passenger transport by road,77.11,87.69,87.9
2008,Lithuania,Passenger transport by railway,64.0,87.69,73.0
2008,Lithuania,Passenger cars,129.19,87.69,147.3
2008,Lithuania,Passenger transport by air,83.81,87.69,95.6
2008,Lithuania,Operation of personal transport equipment,91.26,87.69,104.1
2008,Lithuania,Transport,94.91,87.69,108.2
2008,Lithuania,Passenger transport by sea and inland waterway,125.9,87.69,143.6
2008,Luxembourg,Passenger transport by railway,81.93,88.94,92.1
2008,Luxembourg,Passenger transport by road,78.52,88.94,88.3
2008,Luxembourg,Transport,96.5,88.94,108.5
2008,Luxembourg,Operation of personal transport equipment,99.26,88.94,111.6
2008,Luxembourg,Passenger cars,91.66,88.94,103.1
2008,Luxembourg,Passenger transport by air,102.08,88.94,114.8
2008,Luxembourg,Passenger transport by sea and inland waterway,78.23,88.94,88.0
2008,Malta,Passenger cars,117.44,88.33,133.0
2008,Malta,Passenger transport by sea and inland waterway,90.31,88.33,102.2
2008,Malta,Passenger transport by road,74.26,88.33,84.1
2008,Malta,Operation of personal transport equipment,80.58,88.33,91.2
2008,Malta,Passenger transport by air,113.16,88.33,128.1
2008,Malta,Transport,92.8,88.33,105.1
2008,Netherlands,Operation of personal transport equipment,90.26,90.32,99.9
2008,Netherlands,Passenger transport by road,76.84,90.32,85.1
2008,Netherlands,Transport,89.12,90.32,98.7
2008,Netherlands,Passenger cars,91.36,90.32,101.2
2008,Netherlands,Passenger transport by railway,83.74,90.32,92.7
2008,Netherlands,Passenger transport by air,75.48,90.32,83.6
2008,Netherlands,Passenger transport by sea and inland waterway,97.28,90.32,107.7
2008,North Macedonia,Passenger transport by railway,66.27,91.67,72.3
2008,North Macedonia,Passenger transport by air,111.69,91.67,121.8
2008,North Macedonia,Passenger cars,107.48,91.67,117.2
2008,North Macedonia,Transport,99.77,91.67,108.8
2008,North Macedonia,Operation of personal transport equipment,104.23,91.67,113.7
2008,North Macedonia,Passenger transport by road,81.8,91.67,89.2
2008,Norway,Passenger transport by railway,83.3,88.7,93.9
2008,Norway,Passenger transport by road,75.2,88.7,84.8
2008,Norway,Passenger transport by air,100.2,88.7,113.0
2008,Norway,Passenger transport by sea and inland waterway,81.2,88.7,91.5
2008,Norway,Passenger cars,93.1,88.7,105.0
2008,Norway,Operation of personal transport equipment,82.5,88.7,93.0
2008,Norway,Transport,87.5,88.7,98.6
2008,Poland,Passenger transport by road,79.3,86.8,91.4
2008,Poland,Passenger transport by sea and inland waterway,78.2,86.8,90.1
2008,Poland,Passenger transport by railway,79.8,86.8,91.9
2008,Poland,Transport,94.7,86.8,109.1
2008,Poland,Passenger cars,112.0,86.8,129.0
2008,Poland,Operation of personal transport equipment,93.2,86.8,107.4
2008,Poland,Passenger transport by air,89.0,86.8,102.5
2008,Portugal,Operation of personal transport equipment,90.97,92.78,98.0
2008,Portugal,Transport,91.79,92.78,98.9
2008,Portugal,Passenger cars,100.97,92.78,108.8
2008,Portugal,Passenger transport by road,80.75,92.78,87.0
2008,Portugal,Passenger transport by sea and inland waterway,70.89,92.78,76.4
2008,Portugal,Passenger transport by air,86.08,92.78,92.8
2008,Portugal,Passenger transport by railway,74.48,92.78,80.3
2008,Romania,Operation of personal transport equipment,71.84,78.33,91.7
2008,Romania,Passenger transport by railway,67.5,78.33,86.2
2008,Romania,Passenger transport by sea and inland waterway,61.18,78.33,78.1
2008,Romania,Passenger transport by road,80.07,78.33,102.2
2008,Romania,Transport,73.41,78.33,93.7
2008,Romania,Passenger transport by air,86.74,78.33,110.7
2008,Romania,Passenger cars,87.75,78.33,112.0
2008,Serbia,Transport,67.3,65.2,103.2
2008,Serbia,Passenger transport by air,71.7,65.2,110.0
2008,Serbia,Operation of personal transport equipment,69.0,65.2,105.8
2008,Serbia,Passenger cars,75.1,65.2,115.2
2008,Serbia,Passenger transport by road,58.9,65.2,90.3
2008,Serbia,Passenger transport by railway,84.5,65.2,129.6
2008,Slovakia,Passenger transport by air,79.09,90.22,87.7
2008,Slovakia,Passenger transport by road,74.54,90.22,82.6
2008,Slovakia,Operation of personal transport equipment,100.38,90.22,111.3
2008,Slovakia,Passenger transport by railway,84.2,90.22,93.3
2008,Slovakia,Passenger cars,167.63,90.22,185.8
2008,Slovakia,Transport,101.75,90.22,112.8
2008,Slovenia,Transport,99.58,91.19,109.2
2008,Slovenia,Operation of personal transport equipment,84.6,91.19,92.8
2008,Slovenia,Passenger transport by air,85.1,91.19,93.3
2008,Slovenia,Passenger cars,140.38,91.19,153.9
2008,Slovenia,Passenger transport by railway,80.83,91.19,88.6
2008,Slovenia,Passenger transport by road,108.69,91.19,119.2
2008,Spain,Passenger transport by sea and inland waterway,93.89,92.41,101.6
2008,Spain,Transport,91.47,92.41,99.0
2008,Spain,Passenger cars,96.91,92.41,104.9
2008,Spain,Passenger transport by air,77.58,92.41,84.0
2008,Spain,Passenger transport by railway,80.87,92.41,87.5
2008,Spain,Operation of personal transport equipment,92.17,92.41,99.7
2008,Spain,Passenger transport by road,80.03,92.41,86.6
2008,Sweden,Passenger transport by sea and inland waterway,106.26,92.83,114.5
2008,Sweden,Passenger cars,98.38,92.83,106.0
2008,Sweden,Operation of personal transport equipment,90.83,92.83,97.8
2008,Sweden,Passenger transport by railway,91.07,92.83,98.1
2008,Sweden,Transport,92.3,92.83,99.4
2008,Sweden,Passenger transport by air,103.74,92.83,111.8
2008,Sweden,Passenger transport by road,86.87,92.83,93.6
2008,Switzerland,Passenger transport by railway,85.92,101.5,84.7
2008,Switzerland,Transport,110.33,101.5,108.7
2008,Switzerland,Passenger transport by road,92.56,101.5,91.2
2008,Switzerland,Passenger cars,125.42,101.5,123.6
2008,Switzerland,Passenger transport by air,137.95,101.5,135.9
2008,Switzerland,Operation of personal transport equipment,107.79,101.5,106.2
2008,Turkey,Operation of personal transport equipment,68.7,59.27,115.9
2008,Turkey,Passenger transport by sea and inland waterway,53.59,59.27,90.4
2008,Turkey,Passenger transport by railway,59.9,59.27,101.1
2008,Turkey,Passenger transport by road,61.47,59.27,103.7
2008,Turkey,Passenger cars,62.0,59.27,104.6
2008,Turkey,Passenger transport by air,63.5,59.27,107.1
2008,Turkey,Transport,64.6,59.27,109.0
2008,United Kingdom,Passenger cars,97.0,84.7,114.5
2008,United Kingdom,Passenger transport by air,64.8,84.7,76.5
2008,United Kingdom,Operation of personal transport equipment,89.0,84.7,105.1
2008,United Kingdom,Passenger transport by road,80.1,84.7,94.6
2008,United Kingdom,Passenger transport by railway,71.1,84.7,83.9
2008,United Kingdom,Transport,83.7,84.7,98.8
2008,United Kingdom,Passenger transport by sea and inland waterway,70.7,84.7,83.5
2008,United States,Transport,102.55,90.97,112.7
2009,Austria,Passenger transport by railway,87.26,88.64,98.4
2009,Austria,Passenger cars,102.82,88.64,116.0
2009,Austria,Operation of personal transport equipment,87.34,88.64,98.5
2009,Austria,Transport,92.31,88.64,104.1
2009,Austria,Passenger transport by road,88.78,88.64,100.2
2009,Austria,Passenger transport by air,103.71,88.64,117.0
2009,Belgium,Passenger cars,96.22,89.99,106.9
2009,Belgium,Passenger transport by road,83.86,89.99,93.2
2009,Belgium,Operation of personal transport equipment,85.15,89.99,94.6
2009,Belgium,Passenger transport by railway,92.59,89.99,102.9
2009,Belgium,Passenger transport by air,70.93,89.99,78.8
2009,Belgium,Transport,88.27,89.99,98.1
2009,Bulgaria,Passenger transport by road,91.35,93.81,97.4
2009,Bulgaria,Passenger cars,151.23,93.81,161.2
2009,Bulgaria,Transport,97.06,93.81,103.5
2009,Bulgaria,Operation of personal transport equipment,88.08,93.81,93.9
2009,Bulgaria,Passenger transport by air,110.26,93.81,117.5
2009,Bulgaria,Passenger transport by railway,88.71,93.81,94.6
2009,Croatia,Passenger transport by road,97.33,91.56,106.3
2009,Croatia,Passenger transport by railway,96.36,91.56,105.2
2009,Croatia,Transport,92.45,91.56,101.0
2009,Croatia,Passenger transport by sea and inland waterway,91.84,91.56,100.3
2009,Croatia,Passenger cars,113.65,91.56,124.1
2009,Croatia,Passenger transport by air,67.96,91.56,74.2
2009,Croatia,Operation of personal transport equipment,86.42,91.56,94.4
2009,Cyprus,Passenger transport by air,113.0,92.71,121.9
2009,Cyprus,Passenger transport by road,114.02,92.71,123.0
2009,Cyprus,Passenger cars,111.11,92.71,119.8
2009,Cyprus,Operation of personal transport equipment,76.56,92.71,82.6
2009,Cyprus,Transport,87.31,92.71,94.2
2009,Czechia,Passenger transport by air,73.6,91.5,80.4
2009,Czechia,Passenger transport by road,87.4,91.5,95.5
2009,Czechia,Transport,96.1,91.5,105.0
2009,Czechia,Operation of personal transport equipment,87.8,91.5,96.0
2009,Czechia,Passenger cars,123.9,91.5,135.4
2009,Czechia,Passenger transport by railway,85.8,91.5,93.8
2009,Denmark,Passenger transport by sea and inland waterway,78.1,92.1,84.8
2009,Denmark,Operation of personal transport equipment,87.6,92.1,95.1
2009,Denmark,Passenger transport by railway,86.1,92.1,93.5
2009,Denmark,Passenger cars,104.8,92.1,113.8
2009,Denmark,Passenger transport by road,86.5,92.1,93.9
2009,Denmark,Passenger transport by air,112.6,92.1,122.3
2009,Denmark,Transport,94.5,92.1,102.6
2009,Estonia,Passenger transport by air,80.1,85.62,93.6
2009,Estonia,Passenger transport by sea and inland waterway,94.94,85.62,110.9
2009,Estonia,Passenger transport by railway,77.5,85.62,90.5
2009,Estonia,Operation of personal transport equipment,87.05,85.62,101.7
2009,Estonia,Passenger transport by road,90.72,85.62,106.0
2009,Estonia,Passenger cars,133.23,85.62,155.6
2009,Estonia,Transport,95.74,85.62,111.8
2009,Euro area (18 countries),Transport,88.95,91.65,97.1
2009,Euro area (18 countries),Passenger transport by air,87.63,91.65,95.6
2009,Euro area (18 countries),Passenger transport by road,85.85,91.65,93.7
2009,Euro area (18 countries),Operation of personal transport equipment,86.73,91.65,94.6
2009,Euro area (18 countries),Passenger transport by sea and inland waterway,81.53,91.65,89.0
2009,Euro area (18 countries),Passenger transport by railway,85.78,91.65,93.6
2009,Euro area (18 countries),Passenger cars,96.0,91.65,104.7
2009,Euro area (19 countries),Passenger transport by railway,85.78,91.65,93.6
2009,Euro area (19 countries),Operation of personal transport equipment,86.74,91.65,94.6
2009,Euro area (19 countries),Transport,88.97,91.65,97.1
2009,Euro area (19 countries),Passenger transport by air,87.64,91.65,95.6
2009,Euro area (19 countries),Passenger cars,96.04,91.65,104.8
2009,Euro area (19 countries),Passenger transport by sea and inland waterway,81.59,91.65,89.0
2009,Euro area (19 countries),Passenger transport by road,85.88,91.65,93.7
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by railway,85.78,91.65,93.6
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Operation of personal transport equipment,86.75,91.65,94.7
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger cars,95.98,91.65,104.7
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by road,85.82,91.65,93.6
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by air,87.61,91.65,95.6
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Transport,88.96,91.65,97.1
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Passenger transport by sea and inland waterway,81.59,91.65,89.0
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Transport,88.5,90.6,97.7
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Operation of personal transport equipment,86.65,90.6,95.6
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by air,82.05,90.6,90.6
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by sea and inland waterway,83.37,90.6,92.0
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by railway,82.75,90.6,91.3
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger transport by road,84.84,90.6,93.6
2009,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2019)",Passenger cars,97.5,90.6,107.6
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by sea and inland waterway,83.22,90.6,91.9
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by road,84.98,90.6,93.8
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by railway,82.7,90.6,91.3
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Operation of personal transport equipment,86.71,90.6,95.7
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger cars,97.57,90.6,107.7
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Passenger transport by air,81.84,90.6,90.3
2009,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)",Transport,88.51,90.6,97.7
2009,European Union - 27 countries (from 2019),Operation of personal transport equipment,86.69,91.35,94.9
2009,European Union - 27 countries (from 2019),Passenger transport by railway,85.45,91.35,93.5
2009,European Union - 27 countries (from 2019),Passenger transport by air,88.44,91.35,96.8
2009,European Union - 27 countries (from 2019),Passenger cars,97.69,91.35,106.9
2009,European Union - 27 countries (from 2019),Transport,89.32,91.35,97.8
2009,European Union - 27 countries (from 2019),Passenger transport by road,85.87,91.35,94.0
2009,European Union - 27 countries (from 2019),Passenger transport by sea and inland waterway,81.42,91.35,89.1
2009,European Union - 28 countries,Passenger cars,97.6,90.61,107.7
2009,European Union - 28 countries,Operation of personal transport equipment,86.71,90.61,95.7
2009,European Union - 28 countries,Passenger transport by road,85.04,90.61,93.9
2009,European Union - 28 countries,Passenger transport by railway,82.71,90.61,91.3
2009,European Union - 28 countries,Transport,88.52,90.61,97.7
2009,European Union - 28 countries,Passenger transport by sea and inland waterway,83.27,90.61,91.9
2009,European Union - 28 countries,Passenger transport by air,81.86,90.61,90.3
2009,Finland,Passenger transport by road,85.56,89.32,95.8
2009,Finland,Passenger transport by sea and inland waterway,87.75,89.32,98.2
2009,Finland,Operation of personal transport equipment,86.55,89.32,96.9
2009,Finland,Transport,91.06,89.32,101.9
2009,Finland,Passenger transport by air,128.18,89.32,143.5
2009,Finland,Passenger cars,98.93,89.32,110.8
2009,Finland,Passenger transport by railway,84.04,89.32,94.1
2009,France,Transport,90.45,92.44,97.8
2009,France,Passenger transport by sea and inland waterway,86.71,92.44,93.8
2009,France,Passenger transport by road,95.34,92.44,103.1
2009,France,Passenger transport by railway,85.34,92.44,92.3
2009,France,Operation of personal transport equipment,88.21,92.44,95.4
2009,France,Passenger cars,92.98,92.44,100.6
2009,France,Passenger transport by air,100.96,92.44,109.2
2009,Germany (until 1990 former territory of the FRG),Passenger cars,98.3,91.6,107.3
2009,Germany (until 1990 former territory of the FRG),Passenger transport by sea and inland waterway,85.3,91.6,93.1
2009,Germany (until 1990 former territory of the FRG),Operation of personal transport equipment,90.9,91.6,99.2
2009,Germany (until 1990 former territory of the FRG),Passenger transport by air,79.4,91.6,86.7
2009,Germany (until 1990 former territory of the FRG),Transport,91.4,91.6,99.8
2009,Germany (until 1990 former territory of the FRG),Passenger transport by railway,87.8,91.6,95.9
2009,Germany (until 1990 former territory of the FRG),Passenger transport by road,82.8,91.6,90.4
2009,Greece,Passenger transport by road,78.92,94.81,83.2
2009,Greece,Operation of personal transport equipment,77.46,94.81,81.7
2009,Greece,Passenger transport by air,63.22,94.81,66.7
2009,Greece,Transport,83.74,94.81,88.3
2009,Greece,Passenger cars,110.14,94.81,116.2
2009,Greece,Passenger transport by sea and inland waterway,96.32,94.81,101.6
2009,Greece,Passenger transport by railway,67.34,94.81,71.0
2009,Hungary,Passenger transport by railway,80.69,85.43,94.5
2009,Hungary,Passenger cars,102.75,85.43,120.3
2009,Hungary,Passenger transport by road,83.83,85.43,98.1
2009,Hungary,Passenger transport by air,67.56,85.43,79.1
2009,Hungary,Operation of personal transport equipment,79.25,85.43,92.8
2009,Hungary,Transport,84.48,85.43,98.9
2009,Iceland,Passenger transport by road,68.07,79.89,85.2
2009,Iceland,Passenger transport by air,82.0,79.89,102.6
2009,Iceland,Transport,78.75,79.89,98.6
2009,Iceland,Operation of personal transport equipment,80.03,79.89,100.2
2009,Iceland,Passenger cars,85.75,79.89,107.3
2009,Iceland,Passenger transport by sea and inland waterway,70.91,79.89,88.8
2009,Ireland,Operation of personal transport equipment,86.4,97.8,88.3
2009,Ireland,Transport,97.4,97.8,99.6
2009,Ireland,Passenger transport by railway,83.3,97.8,85.2
2009,Ireland,Passenger transport by sea and inland waterway,77.8,97.8,79.6
2009,Ireland,Passenger transport by air,83.4,97.8,85.3
2009,Ireland,Passenger cars,123.5,97.8,126.3
2009,Ireland,Passenger transport by road,82.4,97.8,84.3
2009,Italy,Transport,85.7,91.1,94.1
2009,Italy,Passenger transport by air,86.9,91.1,95.4
2009,Italy,Passenger transport by railway,82.8,91.1,90.9
2009,Italy,Passenger transport by road,85.5,91.1,93.9
2009,Italy,Passenger transport by sea and inland waterway,62.6,91.1,68.7
2009,Italy,Operation of personal transport equipment,84.4,91.1,92.6
2009,Italy,Passenger cars,89.8,91.1,98.6
2009,Latvia,Passenger transport by road,84.5,94.11,89.8
2009,Latvia,Operation of personal transport equipment,91.84,94.11,97.6
2009,Latvia,Passenger transport by sea and inland waterway,93.27,94.11,99.1
2009,Latvia,Transport,94.04,94.11,99.9
2009,Latvia,Passenger transport by railway,80.5,94.11,85.5
2009,Latvia,Passenger transport by air,111.51,94.11,118.5
2009,Latvia,Passenger cars,116.49,94.11,123.8
2009,Lithuania,Passenger transport by road,87.98,91.34,96.3
2009,Lithuania,Passenger transport by air,88.64,91.34,97.0
2009,Lithuania,Passenger transport by sea and inland waterway,131.65,91.34,144.1
2009,Lithuania,Passenger cars,117.86,91.34,129.0
2009,Lithuania,Operation of personal transport equipment,89.02,91.34,97.5
2009,Lithuania,Transport,92.94,91.34,101.8
2009,Lithuania,Passenger transport by railway,79.32,91.34,86.8
2009,Luxembourg,Passenger cars,92.92,88.95,104.5
2009,Luxembourg,Passenger transport by air,107.78,88.95,121.2
2009,Luxembourg,Passenger transport by road,79.49,88.95,89.4
2009,Luxembourg,Passenger transport by railway,84.13,88.95,94.6
2009,Luxembourg,Passenger transport by sea and inland waterway,80.92,88.95,91.0
2009,Luxembourg,Operation of personal transport equipment,87.78,88.95,98.7
2009,Luxembourg,Transport,90.84,88.95,102.1
2009,Malta,Passenger cars,105.63,89.95,117.4
2009,Malta,Passenger transport by road,80.02,89.95,89.0
2009,Malta,Passenger transport by air,94.11,89.95,104.6
2009,Malta,Transport,88.82,89.95,98.7
2009,Malta,Passenger transport by sea and inland waterway,90.31,89.95,100.4
2009,Malta,Operation of personal transport equipment,80.93,89.95,90.0
2009,Netherlands,Passenger cars,90.64,91.2,99.4
2009,Netherlands,Passenger transport by sea and inland waterway,94.8,91.2,103.9
2009,Netherlands,Passenger transport by road,79.76,91.2,87.5
2009,Netherlands,Operation of personal transport equipment,86.31,91.2,94.6
2009,Netherlands,Transport,87.27,91.2,95.7
2009,Netherlands,Passenger transport by air,77.29,91.2,84.7
2009,Netherlands,Passenger transport by railway,86.87,91.2,95.3
2009,North Macedonia,Passenger transport by railway,66.27,91.61,72.3
2009,North Macedonia,Transport,91.21,91.61,99.6
2009,North Macedonia,Operation of personal transport equipment,88.15,91.61,96.2
2009,North Macedonia,Passenger transport by road,83.45,91.61,91.1
2009,North Macedonia,Passenger transport by air,123.45,91.61,134.8
2009,North Macedonia,Passenger cars,102.64,91.61,112.0
2009,Norway,Operation of personal transport equipment,82.7,90.7,91.2
2009,Norway,Passenger transport by railway,87.3,90.7,96.3
2009,Norway,Passenger transport by air,98.7,90.7,108.8
2009,Norway,Passenger transport by sea and inland waterway,84.3,90.7,92.9
2009,Norway,Passenger transport by road,80.2,90.7,88.4
2009,Norway,Transport,88.9,90.7,98.0
2009,Norway,Passenger cars,94.9,90.7,104.6
2009,Poland,Passenger transport by air,100.6,90.3,111.4
2009,Poland,Passenger cars,112.0,90.3,124.0
2009,Poland,Passenger transport by sea and inland waterway,83.8,90.3,92.8
2009,Poland,Operation of personal transport equipment,88.7,90.3,98.2
2009,Poland,Transport,93.5,90.3,103.5
2009,Poland,Passenger transport by railway,82.4,90.3,91.3
2009,Poland,Passenger transport by road,82.4,90.3,91.3
2009,Portugal,Passenger transport by railway,75.7,91.95,82.3
2009,Portugal,Passenger transport by road,83.46,91.95,90.8
2009,Portugal,Passenger cars,100.08,91.95,108.8
2009,Portugal,Passenger transport by air,77.34,91.95,84.1
2009,Portugal,Passenger transport by sea and inland waterway,74.17,91.95,80.7
2009,Portugal,Transport,88.18,91.95,95.9
2009,Portugal,Operation of personal transport equipment,84.25,91.95,91.6
2009,Romania,Passenger transport by road,85.17,82.7,103.0
2009,Romania,Operation of personal transport equipment,71.5,82.7,86.5
2009,Romania,Passenger transport by sea and inland waterway,72.27,82.7,87.4
2009,Romania,Passenger cars,94.79,82.7,114.6
2009,Romania,Passenger transport by railway,70.44,82.7,85.2
2009,Romania,Transport,75.66,82.7,91.5
2009,Romania,Passenger transport by air,100.08,82.7,121.0
2009,Serbia,Passenger transport by air,78.0,70.5,110.6
2009,Serbia,Transport,71.9,70.5,102.0
2009,Serbia,Passenger cars,78.5,70.5,111.3
2009,Serbia,Passenger transport by railway,85.7,70.5,121.6
2009,Serbia,Passenger transport by road,70.7,70.5,100.3
2009,Serbia,Operation of personal transport equipment,71.8,70.5,101.8
2009,Slovakia,Passenger cars,147.91,91.05,162.4
2009,Slovakia,Passenger transport by air,66.58,91.05,73.1
2009,Slovakia,Operation of personal transport equipment,91.12,91.05,100.1
2009,Slovakia,Transport,96.28,91.05,105.7
2009,Slovakia,Passenger transport by road,82.66,91.05,90.8
2009,Slovakia,Passenger transport by railway,84.44,91.05,92.7
2009,Slovenia,Passenger transport by road,107.88,91.97,117.3
2009,Slovenia,Operation of personal transport equipment,82.99,91.97,90.2
2009,Slovenia,Transport,96.3,91.97,104.7
2009,Slovenia,Passenger transport by air,87.38,91.97,95.0
2009,Slovenia,Passenger cars,132.42,91.97,144.0
2009,Slovenia,Passenger transport by railway,83.83,91.97,91.1
2009,Spain,Passenger transport by sea and inland waterway,93.12,92.19,101.0
2009,Spain,Passenger transport by road,84.25,92.19,91.4
2009,Spain,Passenger cars,94.01,92.19,102.0
2009,Spain,Transport,86.34,92.19,93.7
2009,Spain,Operation of personal transport equipment,83.06,92.19,90.1
2009,Spain,Passenger transport by railway,85.33,92.19,92.6
2009,Spain,Passenger transport by air,79.93,92.19,86.7
2009,Sweden,Passenger cars,100.09,94.63,105.8
2009,Sweden,Operation of personal transport equipment,90.06,94.63,95.2
2009,Sweden,Passenger transport by sea and inland waterway,109.61,94.63,115.8
2009,Sweden,Passenger transport by road,87.28,94.63,92.2
